arabic_text,english_text
شعيتر,Shaytr
فيروز,Fyrwz
الخازمي,Al-Khazmi
بولموشة,Boulmousha
قليدة,Qlyda
ماقيق,Maqiq
الزني,Al-Zny
اولاد,Awlad
عتيق,Atyq
قويدر,Qwaider
المختار,Al-Mukhtar
ابوصبيع,Abousbii
النجار,Al-Najjar
امنا,Amna
السلطنى,Al-Sltna
غفران,Ghfran
سحنون,Sahnoun
اجويده,Ajwaida
بوارحيلة,Bouarhila
الطوير,Al-Tuwair
التومى,Al-Twma
احموده,Ahmwdh
المزوغى,Al-Mzwgha
الخشرفة,Al-Khshrfa
ارجيعه,Arjyah
الحسين,Al-Hussein
التاورغي,Al-Tawerghi
عبشو,Abshou
تقوى,Tqwa
المدني,Al-Madani
تمام,Tmam
الحاسى,Al-Hasa
بتول,Btwl
الدميني,Al-Dmyny
أمهيدى,Amhyda
المغربى,Al-Maghribi
حويو,Huwaiyu
التجاني,Al-Tijani
الضغير,Al-Dhughair
المنصورى,Al-Mansouri
رضا,Rda
نيبال,Nibal
أجويلي,Ajwaili
ذهب,Dhhb
شرقاوي,Sharqawi
مروان,Mrwan
اطوير,Atwair
امبيريكة,Embirika
اسلام,Islam
ابريدان,Abraydan
الزواوى,Al-Zwawa
الزليتنى,Al-Zlitni
قجوم,Qjwm
شنيب,Shnyb
أحلام,Ahlam
حاكمه,Hakmh
ضاوى,Dawa
وريدة,Wryda
درميش,Drmysh
قنديل,Qndyl
شهاوى,Shhawa
سلسبيل,Slsbyl
بوغراره,Bwghrarh
الزهراء,Al-Zhra
الرضاء,Al-Rida
ابوشكيكة,Aboushkika
أميرة,Amira
مصري,Masri
زبلح,Zablih
اقصيري,Aqsiri
افريج,Afrij
البسيوني,Al-Basyouni
ريحانة,Ryhana
عيدة,Ayda
بلعيد,Blayd
محي,Mhy
الطيره,Al-Tira
الرحمن,Al-Rhmn
أنور,Anwr
بو,Bw
شعالة,Shala
وردة,Wrda
الحيص,Al-Hais
المعدانى,Al-Maadani
مهدي,Mhdy
مها,Mha
الجيلانى,Al-Jylana
رناء,Rna
الزاطل,Al-Zatil
حويل,Hwyl
الاخطل,Al-Akhtl
المقصبي,Al-Maqsabi
الحضيرى,Al-Hudairi
حسنة,Hsna
اعتيق,Atyq
ملاك,Mlak
نذير,Nadheer
منذر,Munther
نجلاء,Njla
الناجي,Al-Najy
عويضة,Aweida
باقو,Baqw
تامر,Tamr
ابوعزة,AbouIzza
خويره,Khuwaira
الواحد,Al-Wahd
مكاسب,Mkasb
رقيق,Raqiq
بورغيده,Bourghida
بوجريعيد,Boujraeid
انس,Ans
اعتيقه,Ateeqa
ربح,Rbh
انعام,Anam
بوفجرة,Bwfjra
المبري,Al-Mibri
اشكينه,Ashkynh
الزوى,Al-Zwa
أسمة,Asma
المولى,Al-Mwla
الثقيبي,Al-Thaqibi
بركة,Brka
الجلالى,Al-Jlala
وسام,Wsam
غزالة,Ghzala
وريده,Wrydh
بوطلاق,Bwtlaq
شبرق,Shabraq
القندوز,Al-Qndwz
امينة,Amyna
فركاش,Frkash
عبدالطيف,AbdelAl-Taif
إيرنيا,Irinia
عبالله,Aballh
المطردي,Al-Mtrdy
مطرود,Mtrwd
بوشيحه,Bwshyhh
مقبوله,Mqbwlh
التربي,Al-Turbi
يعقوب,Yaqwb
ضيف,Dyf
الدغاري,Al-Daghari
روفيده,Rofeida
الزياني,Al-Zayani
الجربى,Al-Jarbi
عبدو,AbdelW
مرجان,Mrjan
زموت,Zammout
الهجينة,Al-Hjyna
الونيس,Al-Wanees
الاطرش,Al-Atrsh
جازيه,Jazyh
صالحين,Salhyn
القبائلي,Al-Qabaili
اسعيده,Asaydh
نافو,Nafw
الطاهر,Al-Taher
المحرق,Al-Mhrq
صابره,Sabrh
امبيريكه,Ambyrykh
أم,Am
قصيل,Qusail
بواسطيل,Bouastil
عبدالونس,AbdelAl-Wns
احمدى,Ahmda
عبدالخير,AbdelAl-Khair
شمس,Shms
الجرارى,Al-Jarrari
الجارد,Al-Jard
الصور,Al-Sour
السيعيطى,Al-Syayta
الثنى,Al-Thani
الظراط,Al-Zrat
الغرابي,Al-Gharabi
نزيهه,Nzyhh
الصويد,Al-Suwaid
سكينه,Skynh
بوحجر,Bwhjr
الازرق,Al-Azrq
مشرى,Mishri
غرسة,Ghrsa
الجديد,Al-Jadid
الفراوى,Al-Frawa
دارين,Daryn
اشريف,Ashryf
ايهاب,Ayhab
معلومة,Malouma
التومي,Al-Twmy
حدوث,Hudouth
مشراف,Mishraf
السويدي,Al-Suwaidi
سمير,Smyr
مهيوس,Mahyous
سهى,Sha
الوداني,Al-Wadani
اصميده,Asmeida
احطيبه,Ahtybh
مهذب,Mhdhb
بهيث,Beheith
نزهه,Nazha
علية,Alya
كوافي,Kwafy
عبدالباقى,AbdelAl-Baqa
السيفى,Al-Saifi
الدبيبيغ,Al-Dbybygh
دخيل,Dkhyl
الشقعابي,Al-Shuqabi
حسنيا,Hsnya
الراشدي,Al-Rashdy
سويحل,Swyhl
المباركي,Al-Mbarky
نعمان,Naman
الحويلى,Al-Hwyla
مرعيه,Mrayh
المرضي,Al-Mrdy
لطيفه,Ltyfh
العجمى,Al-Ajma
المستيرى,Al-Mstyra
المقصبى,Al-Maqsabi
ناصف,Nasf
امبيوة,Ambywa
فنوش,Fnwsh
الغول,Al-Ghwl
ابولطيعه,AbouLtyah
أجويلى,Ajwyla
انعيمه,Anaymh
ملم,Mlm
منتصر,Mntsr
نايف,Nayf
الشريدى,Al-Shryda
امنة,Amna
نوريه,Nouria
بوهدمه,Bwhdmh
الجهاني,Al-Jahani
اقنيبر,Aqnaibar
إسماء,Isma
أشريف,Ashrif
ابريكه,Abrykh
بوزريبة,Bwzryba
الطشاني,Al-Tshani
بوحبوطه,Bwhbwth
فهيمه,Fhymh
المعاطي,Al-Maati
الدبو,Al-Dabbo
احفاف,Ahfaf
الشبلى,Al-Shbla
الغريانى,Al-Ghryana
البصباص,Al-Basbas
عبدالرؤوف,Abdelraouf
بالشيخ,Balshykh
شلام,Shallam
الرفادى,Al-Rafadi
نبيله,Nbylh
اسويسي,Aswysy
اشكيوي,Ashkiwi
قرقوم,Gargoum
الشكري,Al-Shakri
قريره,Qraira
مطروط,Matrout
عازه,Azh
الحشانى,Al-Hshana
القطعانى,Al-Qatani
المطردى,Al-Matridi
معتوق,Maatouq
الشلقمي,Al-Shalqami
أسماء,Asma
تسنيم,Tasneem
مشاءالله,Mashaallah
الزوبيك,Al-Zwbyk
رقية,Rqya
البوعيشى,Al-Buaishi
القمودى,Al-Qamoudi
عبدالمولي,AbdelAl-Mwly
الكدن,Al-Kadan
آمال,Amal
قطيط,Qtyt
الميساوي,Al-Misawi
الخامسة,Al-Khamisa
عتيرة,Ateira
محجود,Mhjwd
أمنيسي,Amnysy
ضو,Dw
المير,Al-Mir
بوجرمه,Bwjrmh
ساطي,Sati
العورانى,Al-Awrani
احويو,Ahwiyu
عليوان,Alywan
نعناع,Nanaan
اهليس,Ahlis
احواس,Ahwas
نفيسه,Nafisa
ابوشويقير,AbouShwyqyr
سفيان,Sfyan
بوعصرانه,Bwasranh
نافع,Nafa
الفارسى,Al-Farsa
اريج,Aryj
باكير,Bakyr
بوعجيلة,Bwajyla
اوريث,Awryth
مًحمد,Mohammed
مكة,Mka
امطيره,Amtira
ساره,Sarh
التاورغى,Al-Tawrgha
الخفيفى,Al-Khfyfa
رسميه,Rsmyh
الدرفيلي,Al-Darfili
شلبي,Shlby
الميطونى,Al-Maitouni
الديب,Al-Deeb
نحمده,Nahmda
ابوعجيل,Abouajil
ابوغراره,AbouGhrarh
الصفراني,Al-Sfrany
الولد,Al-Walad
اسويري,Aswairi
عون,Awn
خيريه,Khyryh
الرملي,Al-Rmly
مهاء,Mha
ابوزكرة,AbouZkra
بوخمادة,Bwkhmada
انويجى,Anwyja
الجدائمى,Al-Jdaima
الشركسى,Al-Shrksa
الهامل,Al-Haml
محبوبه,Mhbwbh
اهويدى,Ahouaidi
مادي,Mady
حلمي,Hlmy
بلل,Ballal
نجوة,Njwa
السوادى,Al-Suwadi
تفاحه,Tfahh
مختاض,Mukhtad
زيد,Zyd
بشاشة,Bashasha
خنيفر,Khneifer
ابوهوله,Abouhula
امطيرة,Amtira
الودانى,Al-Wadani
بومطاري,Boumtari
مخزوم,Makhzoum
حريز,Hryz
اوريدة,Awryda
عالية,Alya
امخاطره,Emkhatra
زكيه,Zakia
مرزوقه,Mrzwqh
بشون,Bshwn
اسميو,Asmyw
الشبلي,Al-Shbly
الجحاوي,Al-Jhawy
شريفة,Shryfa
الشلبى,Al-Shlba
ديهوم,Dyhwm
ميرال,Myral
أنيسه,Anysh
اللبار,Al-Lbar
زوبى,Zwba
عقوب,Aqwb
بالنصر,Balnsr
اقديرات,Aqdyrat
العجيل,Al-Ajyl
الكرغلي,Al-Krghly
اسامة,Asama
اخريص,Akhrys
زمزم,Zmzm
الميسوم,Al-Maisoum
مشري,Mshry
فالح,Falh
لطفيه,Ltfyh
المرغني,Al-Mrghny
شمام,Shmam
رحومه,Rhwmh
تركيه,Trkyh
الكصك,Al-Kask
ماجده,Majdh
اللافى,Al-Lafa
باقى,Baqa
ليله,Lylh
بيضة,Baida
الحاج,Al-Hajj
خضرة,Khdra
جيد,Jaid
بالناصر,Balnasr
احديدان,Ahdeidan
ابوقفه,AbouQfh
العلواني,Al-Alwani
خريبيش,Khraibish
الحميدي,Al-Humaidi
نادر,Nadr
نبيلة,Nbyla
بالحمد,Balhmd
قشاط,Qashat
المسلاتى,Al-Maslati
فرحان,Frhan
أرقية,Arqiya
معتوقه,Maatouqa
العبدلي,Al-AbdelLy
الحسونى,Al-Hassouni
أعمورة,Amoura
أوريث,Ouraith
بومحراث,Boumhrath
العالى,Al-Ala
زيتونه,Zaitouna
امقاوى,Emqawi
سعدة,Sada
زكرى,Zakri
عاشوراكس,Ashwraks
الكشر,Al-Kashar
المنفى,Al-Manfi
صديقة,Sdyqa
مرسي,Morsi
الطرابلسى,Al-Trablsa
غازى,Ghaza
غنيوه,Ghnywh
القطرانى,Al-Qatrani
الهادى,Al-Hada
أسحيم,Ashym
الزليطنى,Al-Zlitni
رندا,Rnda
افليفل,Aflayfil
شويخة,Shuwaikha
الحوات,Al-Hawat
بوحلابه,Bwhlabh
بوزريده,Bwzrydh
نفيعه,Nafia
البدري,Al-Bdry
بيوض,Bayoud
حيفان,Hyfan
بوغيبة,Bwghyba
البرعصى,Al-Brasa
العارف,Al-Arf
النعاجى,Al-Naaji
عبدالنافع,AbdelAl-Nafa
الرحمان,Al-Rhman
ابواعبيد,AbouAbeid
رنا,Rna
شحادة,Shhada
الجعيري,Al-Jayry
بوشرتيلة,Boushartila
الجليل,Al-Jlyl
جعيدر,Juaidar
صباح,Sbah
اعتدال,Atdal
بزامة,Bazzama
العكوكى,Al-Akouki
الضبيع,Al-Dbya
الشلماني,Al-Shlmany
المصرى,Al-Masri
حنيش,Hnysh
مامى,Mama
ابوحليقة,AbouHlyqa
ابوحليقه,AbouHlyqh
الديجاوي,Al-Dijawi
زكية,Zkya
اطلوبه,Atlwbh
هالة,Hala
دبوسة,Dbwsa
بهية,Bhya
قسامي,Qsamy
عصمان,Asman
الشامى,Al-Shama
البشير,Al-Bashir
السركسى,Al-Sarkasi
الحمروني,Al-Hamrouni
هويده,Hwydh
غريبه,Ghrybh
معيتق,Maytq
رفعت,Rfat
أدريس,Adrys
الوافي,Al-Wafy
احمدي,Ahmdy
العجيلات,Al-Ajylat
عايدة,Ayda
سبيع,Sbya
فجرة,Fjra
الجافل,Al-Jafl
اشطبح,Ashtbh
دردف,Drdf
هليب,Hulaib
منبيه,Mnbyh
ابوعين,AbouAyn
رانيه,Ranyh
زهير,Zhyr
اصغيو,Asghiu
ابورقيبه,AbouRqybh
النمرسى,Al-Nmrsa
نجله,Njlh
الوليد,Al-Walid
فائقة,Faiqa
ابخاطره,Abkhatrh
العزوزي,Al-Azwzy
رانيا,Ranya
شهاب,Shhab
الزوام,Al-Zwam
العقيلي,Al-Aqyly
جرمة,Jarma
بونخيله,Bounkhila
الشواي,Al-Shway
شتيوان,Shtiwan
اجبالية,Ajbaliya
امطول,Amtoul
اننابارتولد,Annebartold
زبكنيف,Zbiknif
برتولد,Bertold
براني,Barani
انبيق,Anbiq
ابوعجيله,AbouAjylh
أهليس,Ahlys
شويقير,Shwyqyr
نزهة,Nzha
الزعنون,Al-Zaanoun
مومن,Moumen
ابوخزام,AbouKhzam
جود,Jwd
الزائدي,Al-Zaidi
فايقة,Fayqa
يامنه,Yamna
بورقبة,Bwrqba
قراب,Qrab
اوشطو,Oshto
بوصلاح,Bousalah
الحقيق,Al-Haqiq
سعدالدين,Sadaldyn
بوبطينه,Boubteina
هرهور,Harhour
العنور,Al-Anour
الرعيدى,Al-Ruaidi
الصقوري,Al-Saqouri
لبنى,Lubna
سعود,Saud
فكري,Fikri
قندس,Qandous
الغني,Al-Ghani
نعمت,Nemat
امغيربي,Amghirbi
الشيلابى,Al-Shailabi
المخشخش,Al-Makhshakhsh
السعيطى,Al-Suyuti
فايده,Faida
اقبيلى,Aqbeili
بشر,Bashar
الدمنسي,Al-Dimnasi
الفونى,Al-Founi
ليليان,Lilian
الرؤوف,Al-Raouf
أزبكي,Azbaki
المجاور,Al-Mujawir
السميع,Al-Samie
فرهود,Farhoud
دجن,Dajan
بديعه,Badia
تعويضه,Taweeda
زهوه,Zahwa
وازن,Wazin
بالليل,Ballil
رفيعة,Rafeea
اسويكر,Aswaiker
حبريشه,Habrisha
أمهدي,Amahdi
ابوقرين,Abougrin
الطشانى,Al-Tshani
زيو,Ziou
صادق,Sadq
عاصم,Asm
الاسكندرانى,Al-Askndrana
البحيح,Al-Buheih
ابوغرارة,AbouGhrara
صفوان,Sfwan
زهري,Zuhri
تريفيس,Trifis
ابوعزيزة,AbouAziza
يسري,Yusra
الكريم,Al-Karim
سحر,Shr
عجالي,Ajaly
افطيمة,Aftyma
الشركسي,Al-Sharkasi
تجديده,Tjdydh
يزه,Yzh
كسكسو,Ksksw
بوغرارة,Bwghrara
درويش,Drwysh
الغويل,Al-Ghwyl
رحومة,Rhwma
سفيتلانا,Sfytlana
أمناء,Amna
شبير,Shbeir
عرفه,Arfh
القاسي,Al-Qasy
المحمودي,Al-Mhmwdy
بوستاله,Bwstalh
جميل,Jmyl
ابوهليل,AbouHlyl
اماني,Amani
حمى,Hma
عنان,Anan
عجائب,Ajaib
اسباق,Asbaq
العدولي,Al-Adouli
سوزان,Suzan
سرايه,Saraya
المقرون,Al-Maqroun
الغراري,Al-Ghrary
النيهوم,Al-Nihoum
الشلبه,Al-Shlbh
العيساوى,Al-Aysawa
عبدالغني,AbdelAl-Ghny
حمودة,Hmwda
شاميه,Shamyh
جاد,Jad
حرويس,Harweiss
ارميله,Armila
الاحمر,Al-Ahmr
بسمة,Basma
ابوخريص,AbouKhrys
العقيب,Al-Aqyb
فارس,Fars
أطلوبة,Atlouba
بوصبره,Bwsbrh
مقتاح,Mqtah
رشوان,Rshwan
بنينه,Benina
بومشاب,Bwmshab
نبوس,Nabous
احنيدر,Ahnidar
حوده,Hwdh
شده,Shadda
العبدلى,Al-Abdali
الجازوى,Al-Jazwa
اعيون,Aayoun
شيبانى,Shaibani
الخواجة,Al-Khawaja
وحيدة,Wahida
جلجال,Jaljal
القاضى,Al-Qadi
الهونى,Al-Hwna
المدولى,Al-Madouli
عبدالسميع,Abdelsamie
الفاضلي,Al-Fadly
بوحليقه,Bwhlyqh
الغيرانى,Al-Ghyrana
نفيسة,Nfysa
بوحويش,Bwhwysh
بواسويق,Bwaswyq
الصاوي,Al-Sawy
ياسين,Yasyn
بوزريق,Bwzryq
شاوش,Shawsh
رغده,Rghdh
سلطانه,Sltanh
مصدق,Msdq
اليمني,Al-Ymny
أبتسام,Abtsam
جوده,Jwdh
سلاف,Slaf
العقورى,Al-Aqwra
غزي,Ghzy
الرحيم,Al-Rhym
الجليدى,Al-Jlyda
كشبور,Kshbwr
السوكنى,Al-Swkna
فياض,Fyad
بالرواق,Balrwaq
السلطني,Al-Sltny
الحول,Al-Hwl
شماطة,Shmata
القزيري,Al-Qazeiri
هدية,Hdya
عزوز,Azwz
بارود,Barwd
امهذب,Amhdhb
الشلحي,Al-Shlhy
شعله,Shalh
النيبو,Al-Nybw
عبدالوكيل,AbdelAl-Wkyl
عبدالعظيم,AbdelAl-Azym
أحميده,Ahmydh
قريمية,Qrymya
سويكر,Swykr
باده,Badh
صبحيه,Sbhyh
عسكر,Askr
رحيم,Rhym
اغا,Agha
كبلان,Kblan
ريله,Rylh
النوكاس,Al-Nwkas
التركى,Al-Trka
الريشى,Al-Rishi
اميره,Amira
الزغيد,Al-Zghyd
عبدالمغيث,AbdelAl-Mghyth
بوتميم,Bwtmym
ريحاب,Ryhab
بودوارة,Bwdwara
العوج,Al-Awj
سنية,Snya
بنت,Bnt
الدخلاوي,Al-Dkhlawy
حرم,Hrm
كاملة,Kamla
عقيلي,Aqili
عيادة,Ayada
عنايه,Anayh
المطونى,Al-Matouni
لمعي,Lmay
جهمي,Jhmy
اشرف,Ashrf
مخلوف,Mkhlwf
حسونة,Hswna
بوشعرايه,Bousharaia
سعبد,Sabd
ابسيس,Absys
امهدي,Amahdi
ياسمينه,Yasmynh
باشات,Bashat
بشري,Bshry
فخر,Fkhr
شلوي,Shlwy
لوجلى,Lwjla
فطيمة,Ftyma
المارغني,Al-Marghny
حيدر,Hydr
بوشعالة,Bwshala
كرد,Krd
ابوشوفه,AbouShwfh
بالرحال,Balrhal
شتوان,Shtwan
ونيسة,Wnysa
امراجعة,Amraja
أجهمي,Ajhmy
طلوبه,Tlwbh
اوحيدة,Awhyda
اغنيوة,Aghnywa
الباز,Al-Baz
الواعر,Al-War
هيوب,Hayoub
بولطيعة,Bwltya
غازي,Ghazy
السحنون,Al-Sahnoun
اعظيم,Azym
الظافرى,Al-Zhafri
المبرى,Al-Mbra
جويده,Jwydh
طرابه,Trabh
الزاعله,Al-Zaala
البائن,Al-Bain
ابتهاج,Abthaj
شمننه,Shamnana
بوفرده,Bwfrdh
خضره,Khdrh
محـــــــمد,Mhـــــــmd
معتمد,Matmd
الحازمى,Al-Hazmi
الدينالي,Al-Dynaly
كنز,Knz
ريش,Rysh
فضيلة,Fdyla
ادهيم,Adhym
امنيسى,Amenisi
جربوع,Jrbwa
كوري,Kouri
بوشوال,Boushwal
القاسم,Al-Qasem
سويد,Swyd
رندة,Rnda
خريف,Khryf
افرنش,Afrnsh
الرقاص,Al-Raqqas
العويب,Al-Awyb
ازويته,Azwyth
آثار,Athar
سهير,Shyr
العلاقى,Al-Alaqa
حوش,Hwsh
ربه,Rbh
الأسمع,Al-Asmaa
العود,Al-Awd
الداره,Al-Darh
الساقزلى,Al-Saqzli
عرابي,Arabi
أبوزيد,Abouzeid
شهبون,Shhbwn
ابوسنينة,AbouSnyna
خيال,Khyal
الضعيفى,Al-Dayfa
نمارق,Nmarq
شرفاد,Sharfad
وجدان,Wjdan
الابرق,Al-Abraq
الزائدى,Al-Zaida
المرغنى,Al-Mrghna
جعفر,Jafr
عبدالقوي,AbdelAl-Qawi
امهنى,Amhni
الصداعى,Al-Sadai
عمرو,Amrw
معيتيق,Maitiq
اسيل,Asyl
ربيعه,Rbyah
دغمان,Dghman
ظافر,Zafr
المقرحى,Al-Mqrha
العاطي,Al-Aty
الفتيوري,Al-Ftywry
العاطى,Al-Ata
الحوتي,Al-Hwty
الرضي,Al-Rdy
التائب,Al-Taib
الساطور,Al-Satour
المشهش,Al-Mashhash
الفخاخري,Al-Fakhakhri
الادغم,Al-Adgham
سكرى,Skra
سراج,Sraj
قنبه,Qnbh
البرناوى,Al-Brnawa
ميرفت,Mervat
حسان,Hsan
فهد,Fhd
اسرافيل,Asrafyl
هويدي,Hwydy
الصافي,Al-Safy
كونقاي,Kongai
ورايا,Waraya
شارده,Shardh
المجدوب,Al-Mjdwb
الصويري,Al-Suwairi
الزيدانى,Al-Zydana
صديق,Sdyq
لاغا,Lagha
الكليلي,Al-Kleili
الطراح,Al-Trah
بوشويقير,Bwshwyqyr
نايل,Nayl
حويش,Hwysh
لطيوش,Latyoush
عفيفي,Afifi
بوطليوح,Bwtlywh
ايتيم,Aitim
لينا,Lyna
جميعة,Jmya
الذويب,Al-Dhwyb
أخريبيش,Akhrybysh
تومانة,Toumana
عروس,Arws
شاهين,Shahyn
بتينة,Bteina
شويخه,Shwykhh
بسيكرى,Bsykra
آدم,Adm
أمغلية,Amghlya
الشيلابي,Al-Shylaby
سماح,Smah
ليلى,Lyla
شنزق,Shanzag
امرجع,Amrja
الرقبي,Al-Rqby
اكواس,Akwas
فادي,Fady
بروج,Borouj
شمسه,Shamsa
أوريده,Awrydh
الدرناوى,Al-Darnawi
الفريخ,Al-Farikh
مرسال,Mrsal
امساعد,Amsaed
مرواس,Marwas
المقروس,Al-Mqrws
بوضوقة,Bwdwqa
أبوشناف,Abwshnaf
الزنتاني,Al-Zintani
الكوافي,Al-Kwafy
لبيز,Lbeiz
كويري,Kwairi
النبي,Al-Nby
ابوعافيه,AbouAfyh
الجطلاوي,Al-Jtlawy
الحرش,Al-Hrsh
إنتصار,Intsar
الشاردة,Al-Sharda
حكمت,Hkmt
الدلولى,Al-Dlwla
بودومان,Bwdwman
الرجبانى,Al-Rjbana
صريتي,Sryty
القطرونى,Al-Qtrwna
منصورة,Mnswra
شامخ,Shamkh
نور,Nwr
ميسون,Myswn
ابوخطوة,AbouKhtwa
نصرالله,Nsrallh
بوجليل,Bwjlyl
أيه,Ayh
صليحة,Slyha
يسرى,Ysra
اجويدة,Ajwaida
تفيده,Tfydh
المدولي,Al-Madouli
امان,Aman
منسي,Mnsy
المجراب,Al-Mjrab
السلينى,Al-Slyna
عائدة,Aida
كرداش,Krdash
شحاتة,Shhata
قتا,Qta
فردوس,Frdws
مرضيه,Mrdyh
ابورقيعه,AbouRqyah
اشنينه,Ashnynh
نعمات,Namat
فضه,Fdh
امغليه,Amghlyh
شرين,Shryn
الساحلي,Al-Sahli
اذياب,Adhyab
حوريه,Houria
السنى,Al-Sunni
مهيدي,Mhydy
عويشينة,Aweishina
إمحمد,Imhmd
عكش,Akash
الجبالى,Al-Jbala
الاحيول,Al-Ahywl
الصابرة,Al-Sabra
الفركاش,Al-Frkash
اللواطى,Al-Lwata
القوارشه,Al-Qawarsha
السويح,Al-Suwaih
نهله,Nhlh
سهيلة,Shyla
عرام,Aram
الصمد,Al-Smd
بوختيشه,Boukhtisha
امعومه,Amawmh
عاقوب,Aqoub
عقيب,Aqyb
أيناس,Aynas
الكور,Al-Kour
الدغارى,Al-Dghara
الشنيتي,Al-Shaniti
محرز,Muhrez
مريز,Mriz
محسن,Mhsn
البناني,Al-Bannani
تبره,Tabra
الاشهب,Al-Ashhab
القليب,Al-Qlyb
مطاوع,Matawa
امباركة,Ambarka
الجاده,Al-Jada
