arabic_text,english_text
قليدة,Qlaida
ماقيق,Maqiq
الزني,Al-Zni
اولاد,Awlad
عتيق,Atiq
قويدر,Qwaider
المختار,Al-Mukhtar
ابوصبيع,Abousbii
النجار,Al-Najjar
امنا,Amna
السلطنى,Al-Sultani
غفران,Ghufran
سحنون,Sahnoun
اجويده,Ajwaida
بوارحيلة,Boarhila
الطوير,Al-Tuwair
التومى,Al-Toumi
احموده,Ahmouda
المزوغى,Al-Mazoughi
الخشرفة,Al-Khasharfa
ارجيعه,Arjyah
الحسين,Al-Hussein
التاورغي,Al-Tawerghi
عبشو,Abshou
تقوى,Taqwa
المدني,Al-Madani
تمام,Tamam
الحاسى,Al-Hassi
بتول,Batoul
الدميني,Al-Dimini
أمهيدى,Amahidi
المغربى,Al-Maghribi
حويو,Huwaiyu
التجاني,Al-Tijani
الضغير,Al-Dhughair
المنصورى,Al-Mansouri
رضا,Reda
نيبال,Nibal
أجويلي,Ajwaili
ذهب,Dhahab
شرقاوي,Sharqawi
مروان,Marwan
اطوير,Atwair
امبيريكة,Embirika
اسلام,Islam
ابريدان,Abraydan
الزواوى,Al-Zwawa
الزليتنى,Al-Zlitni
قجوم,Qajoum
شنيب,Shneib
أحلام,Ahlam
حاكمه,Hakima
ضاوى,Dawa
وريدة,Warida
درميش,Darmish
قنديل,Qandil
شهاوى,Shhawa
سلسبيل,Salsabil
بوغراره,Bogharara
الزهراء,Al-Zahraa
الرضاء,Al-Rida
ابوشكيكة,Aboushkika
أميرة,Amira
مصري,Masri
زبلح,Zablih
اقصيري,Aqsiri
افريج,Afrij
البسيوني,Al-Basyouni
ريحانة,Ryhana
عيدة,Ayda
بلعيد,Belaid
محي,Mhy
الطيره,Al-Tira
الرحمن,Al-Rahman
أنور,Anwar
بو,Bo
شعالة,Shala
وردة,Warda
الحيص,Al-Hais
المعدانى,Al-Maadani
مهدي,Mahdi
مها,Maha
الجيلانى,Al-Jylana
رناء,Rna
الزاطل,Al-Zatil
حويل,Hweil
الاخطل,Al-Akhtal
المقصبي,Al-Maqsabi
الحضيرى,Al-Hudairi
حسنة,Hasna
اعتيق,Atiq
ملاك,Malak
نذير,Nadheer
منذر,Munther
نجلاء,Najla
الناجي,Al-Najy
عويضة,Aweida
باقو,Baqou
تامر,Tamer
ابوعزة,AbouIzza
خويره,Khuwaira
الواحد,Al-Wahd
مكاسب,Mkasb
رقيق,Raqiq
بورغيده,Borghida
بوجريعيد,Bojraeid
انس,Ans
اعتيقه,Ateeqa
ربح,Rbh
انعام,Anam
بوفجرة,Bofajra
المبري,Al-Mibri
اشكينه,Ashkina
الزوى,Al-Zwai
أسمة,Asma
المولى,Al-Mwla
الثقيبي,Al-Thaqibi
بركة,Baraka
الجلالى,Al-Jlala
وسام,Wisam
غزالة,Ghazala
وريده,Warida
بوطلاق,Botlaq
شبرق,Shabraq
القندوز,Al-Qandouz
امينة,Amina
فركاش,Frkash
عبدالطيف,Abdeltaif
إيرنيا,Irinia
عبالله,Aballh
المطردي,Al-Matridi
مطرود,Matroud
بوشيحه,Boshaiha
مقبوله,Maqboula
التربي,Al-Turbi
يعقوب,Yaqoub
ضيف,Dyf
الدغاري,Al-Daghari
روفيده,Rofeida
الزياني,Al-Zayani
الجربى,Al-Jarbi
عبدو,AbdelW
مرجان,Marjan
زموت,Zammout
الهجينة,Al-Hajina
الونيس,Al-Wanees
الاطرش,Al-Atrash
جازيه,Jazia
صالحين,Saleheen
القبائلي,Al-Qabaili
اسعيده,Asaydh
نافو,Nafw
الطاهر,Al-Taher
المحرق,Al-Muhriq
صابره,Sabra
امبيريكه,Embirika
أم,Am
قصيل,Qusail
بواسطيل,Boastil
عبدالونس,Abdelwanis
احمدى,Ahmda
عبدالخير,Abdelkhair
شمس,Shams
الجرارى,Al-Jarrari
الجارد,Al-Jard
الصور,Al-Sour
السيعيطى,Al-Syayta
الثنى,Al-Thani
الظراط,Al-Zrat
الغرابي,Al-Gharabi
نزيهه,Naziha
الصويد,Al-Suwaid
سكينه,Sakina
بوحجر,Bohajar
الازرق,Al-Azraq
مشرى,Mishri
غرسة,Ghirsa
الجديد,Al-Jadid
الفراوى,Al-Frawa
دارين,Dareen
اشريف,Ashrif
ايهاب,Ayhab
معلومة,Malouma
التومي,Al-Toumi
حدوث,Hudouth
مشراف,Mishraf
السويدي,Al-Suwaidi
سمير,Sameer
مهيوس,Mahyous
سهى,Sha
الوداني,Al-Wadani
اصميده,Asmeida
احطيبه,Ahtiba
مهذب,Muhadhab
بهيث,Beheith
نزهه,Nazha
علية,Aliya
كوافي,Kwafy
عبدالباقى,Abdelbaqi
السيفى,Al-Saifi
الدبيبيغ,Al-Dbeibigh
دخيل,Dkheil
الشقعابي,Al-Shuqabi
حسنيا,Hasniya
الراشدي,Al-Rashidi
سويحل,Swaihal
المباركي,Al-Mubarki
نعمان,Naman
الحويلى,Al-Huwaili
مرعيه,Mareya
المرضي,Al-Mardhi
لطيفه,Latifa
العجمى,Al-Ajma
المستيرى,Al-Mistiri
المقصبى,Al-Maqsabi
ناصف,Nasef
امبيوة,Ambiwa
فنوش,Fannoush
الغول,Al-Ghoul
ابولطيعه,AbouLtyah
أجويلى,Ajwaili
انعيمه,Anaymh
ملم,Mlm
منتصر,Muntasir
نايف,Nayef
الشريدى,Al-Shuraidi
امنة,Amna
نوريه,Nouria
بوهدمه,Bohadma
الجهاني,Al-Jahani
اقنيبر,Aqnaibar
إسماء,Isma
أشريف,Ashrif
ابريكه,Abrika
بوزريبة,Bozriba
الطشاني,Al-Tshani
بوحبوطه,Bohabota
فهيمه,Faheema
المعاطي,Al-Maati
الدبو,Al-Dabbo
احفاف,Ahfaf
الشبلى,Al-Shibli
الغريانى,Al-Ghiryani
البصباص,Al-Basbas
عبدالرؤوف,Abdelraouf
بالشيخ,Belsheikh
شلام,Shallam
الرفادى,Al-Rafadi
نبيله,Nabila
اسويسي,Asweisi
اشكيوي,Ashkiwi
قرقوم,Gargoum
الشكري,Al-Shakri
قريره,Qraira
مطروط,Matrout
عازه,Azh
الحشانى,Al-Hshana
القطعانى,Al-Qatani
المطردى,Al-Matridi
معتوق,Maatouq
الشلقمي,Al-Shalqami
أسماء,Asma
تسنيم,Tasneem
مشاءالله,Mashaallah
الزوبيك,Al-Zoubeik
رقية,Ruqayya
البوعيشى,Al-Buaishi
القمودى,Al-Qamoudi
عبدالمولي,Abdelmawla
الكدن,Al-Kadan
آمال,Amal
قطيط,Qteit
الميساوي,Al-Misawi
الخامسة,Al-Khamisa
عتيرة,Ateira
محجود,Mahjoud
أمنيسي,Amenisi
ضو,Dhou
المير,Al-Mir
بوجرمه,Bojarma
ساطي,Sati
العورانى,Al-Awrani
احويو,Ahwiyu
عليوان,Alywan
نعناع,Nanaan
اهليس,Ahlis
احواس,Ahwas
نفيسه,Nafisa
ابوشويقير,Aboushwaigir
سفيان,Sufyan
بوعصرانه,Boasrana
نافع,Nafa
الفارسى,Al-Farsa
اريج,Areej
باكير,Bakir
بوعجيلة,Boajila
اوريث,Ouraith
مًحمد,Mohammed
مكة,Mka
امطيره,Amtira
ساره,Sarah
التاورغى,Al-Tawerghi
الخفيفى,Al-Khafeefi
رسميه,Rasmia
الدرفيلي,Al-Darfili
شلبي,Shalabi
الميطونى,Al-Maitouni
الديب,Al-Deeb
نحمده,Nahmda
ابوعجيل,Abouajil
ابوغراره,AbouGhrarh
الصفراني,Al-Safrani
الولد,Al-Walad
اسويري,Aswairi
عون,Awn
خيريه,Khayriya
الرملي,Al-Ramli
مهاء,Maha
ابوزكرة,AbouZkra
بوخمادة,Bokhamada
انويجى,Anwaiji
الجدائمى,Al-Jdaima
الشركسى,Al-Sharkasi
الهامل,Al-Haml
محبوبه,Mahbouba
اهويدى,Ahouaidi
مادي,Mady
حلمي,Helmi
بلل,Ballal
نجوة,Najwa
السوادى,Al-Suwadi
تفاحه,Tuffaha
مختاض,Mukhtad
زيد,Zyd
بشاشة,Bashasha
خنيفر,Khneifer
ابوهوله,Abouhula
امطيرة,Amtira
الودانى,Al-Wadani
بومطاري,Bomtari
مخزوم,Makhzoum
حريز,Hreiz
اوريدة,Oureida
عالية,Alia
امخاطره,Emkhatra
زكيه,Zakia
مرزوقه,Marzouga
بشون,Bashoun
اسميو,Asmiou
الشبلي,Al-Shibli
الجحاوي,Al-Jhawy
شريفة,Sharifa
الشلبى,Al-Shalbi
ديهوم,Dihoum
ميرال,Meral
أنيسه,Anisa
اللبار,Al-Lbar
زوبى,Zoubi
عقوب,Aqoub
بالنصر,Belnasr
اقديرات,Aqdeirat
العجيل,Al-Ajyl
الكرغلي,Al-Karaghli
اسامة,Asama
اخريص,Akhreis
زمزم,Zamzam
الميسوم,Al-Maisoum
مشري,Mishri
فالح,Faleh
لطفيه,Lotfia
المرغني,Al-Marghani
شمام,Shmam
رحومه,Rahouma
تركيه,Turkiya
الكصك,Al-Kask
ماجده,Majda
اللافى,Al-Lafi
باقى,Baqa
ليله,Laila
بيضة,Baida
الحاج,Al-Hajj
خضرة,Khadra
جيد,Jaid
بالناصر,Balnasr
احديدان,Ahdeidan
ابوقفه,AbouQfh
العلواني,Al-Alwani
خريبيش,Khraibish
الحميدي,Al-Humaidi
نادر,Nader
نبيلة,Nabila
بالحمد,Belhamd
قشاط,Qashat
المسلاتى,Al-Maslati
فرحان,Farhan
أرقية,Arqiya
معتوقه,Maatouqa
العبدلي,Al-AbdelLy
الحسونى,Al-Hassouni
أعمورة,Amoura
أوريث,Ouraith
بومحراث,Bomhrath
العالى,Al-Ala
زيتونه,Zaitouna
امقاوى,Emqawi
سعدة,Saada
زكرى,Zakri
عاشوراكس,Ashouraks
الكشر,Al-Kashar
المنفى,Al-Manfi
صديقة,Siddiqa
مرسي,Morsi
الطرابلسى,Al-Trabulsi
غازى,Ghaza
غنيوه,Gheniwa
القطرانى,Al-Qatrani
الهادى,Al-Hada
أسحيم,Ashaim
الزليطنى,Al-Zlitni
رندا,Randa
افليفل,Aflayfil
شويخة,Shuwaikha
الحوات,Al-Hawat
بوحلابه,Bohalaba
بوزريده,Bozreida
نفيعه,Nafia
البدري,Al-Badri
بيوض,Bayoud
حيفان,Haifan
بوغيبة,Boghaiba
البرعصى,Al-Baraasi
العارف,Al-Arf
النعاجى,Al-Naaji
عبدالنافع,Abdelnafi
الرحمان,Al-Rhman
ابواعبيد,AbouAbeid
رنا,Rna
شحادة,Shhada
الجعيري,Al-Jayry
بوشرتيلة,Boshartila
الجليل,Al-Jalil
جعيدر,Juaidar
صباح,Sabah
اعتدال,Atdal
بزامة,Bazzama
العكوكى,Al-Akouki
الضبيع,Al-Dbya
الشلماني,Al-Shalmani
المصرى,Al-Masri
حنيش,Huneish
مامى,Mama
ابوحليقة,Abouhleiqa
ابوحليقه,AbouHlyqh
الديجاوي,Al-Dijawi
زكية,Zakia
اطلوبه,Atlouba
هالة,Hala
دبوسة,Dabbousa
بهية,Bahia
قسامي,Qsamy
عصمان,Asman
الشامى,Al-Shami
البشير,Al-Bashir
السركسى,Al-Sarkasi
الحمروني,Al-Hamrouni
هويده,Howeida
غريبه,Ghariba
معيتق,Maitiq
رفعت,Rifaat
أدريس,Idris
الوافي,Al-Wafy
احمدي,Ahmadi
العجيلات,Al-Ajylat
عايدة,Aida
سبيع,Subai
فجرة,Fajra
الجافل,Al-Jafl
اشطبح,Ashtabah
دردف,Dardaf
هليب,Hulaib
منبيه,Munbiha
ابوعين,AbouAyn
رانيه,Rania
زهير,Zuhair
اصغيو,Asghiu
ابورقيبه,AbouRqybh
النمرسى,Al-Nmrsa
نجله,Najla
الوليد,Al-Walid
فائقة,Faiqa
ابخاطره,Abkhatra
العزوزي,Al-Azouzi
رانيا,Ranya
شهاب,Shehab
الزوام,Al-Zwam
العقيلي,Al-Aqili
جرمة,Jarma
بونخيله,Bonkhila
الشواي,Al-Shway
شتيوان,Shtiwan
اجبالية,Ajbaliya
امطول,Amtoul
اننابارتولد,Annebartold
زبكنيف,Zbiknif
برتولد,Bertold
براني,Barani
انبيق,Anbiq
ابوعجيله,Abouajila
أهليس,Ahlis
شويقير,Shwaigir
نزهة,Nazha
الزعنون,Al-Zaanoun
مومن,Moumen
ابوخزام,AbouKhzam
جود,Joud
الزائدي,Al-Zaidi
فايقة,Fayqa
يامنه,Yamna
بورقبة,Borqba
قراب,Qurab
اوشطو,Oshto
بوصلاح,Bosalah
الحقيق,Al-Haqiq
سعدالدين,Saadeldin
بوبطينه,Bobteina
هرهور,Harhour
العنور,Al-Anour
الرعيدى,Al-Ruaidi
الصقوري,Al-Saqouri
لبنى,Lubna
سعود,Saud
فكري,Fikri
قندس,Qandous
الغني,Al-Ghani
نعمت,Nemat
امغيربي,Amghirbi
الشيلابى,Al-Shailabi
المخشخش,Al-Makhshakhsh
السعيطى,Al-Suyuti
فايده,Faida
اقبيلى,Aqbeili
بشر,Bashar
الدمنسي,Al-Dimnasi
الفونى,Al-Founi
ليليان,Lilian
الرؤوف,Al-Raouf
أزبكي,Azbaki
المجاور,Al-Mujawir
السميع,Al-Samie
فرهود,Farhoud
دجن,Dajan
بديعه,Badia
تعويضه,Taweeda
زهوه,Zahwa
وازن,Wazin
بالليل,Ballil
رفيعة,Rafeea
اسويكر,Aswaiker
حبريشه,Habrisha
أمهدي,Amahdi
ابوقرين,Abougrin
الطشانى,Al-Tshani
زيو,Ziou
صادق,Sadiq
عاصم,Asm
الاسكندرانى,Al-Iskandarani
البحيح,Al-Buheih
ابوغرارة,AbouGhrara
صفوان,Safwan
زهري,Zuhri
تريفيس,Trifis
ابوعزيزة,AbouAziza
يسري,Yusra
الكريم,Al-Karim
سحر,Sahar
عجالي,Ajaly
افطيمة,Afteima
الشركسي,Al-Sharkasi
تجديده,Tajdeeda
يزه,Yiza
كسكسو,Kaskasou
بوغرارة,Boghrara
درويش,Darwish
الغويل,Al-Ghweil
رحومة,Rahouma
سفيتلانا,Svetlana
أمناء,Amna
شبير,Shbeir
عرفه,Arafa
القاسي,Al-Qasi
المحمودي,Al-Mahmoudi
بوستاله,Bostala
جميل,Jamil
ابوهليل,AbouHlyl
اماني,Amani
حمى,Hma
عنان,Anan
عجائب,Ajaib
اسباق,Asbaq
العدولي,Al-Adouli
سوزان,Suzan
سرايه,Saraya
المقرون,Al-Maqroun
الغراري,Al-Gharari
النيهوم,Al-Nihoum
الشلبه,Al-Shalba
العيساوى,Al-Aysawa
عبدالغني,Abdelghani
حمودة,Hamouda
شاميه,Shamiya
جاد,Jad
حرويس,Harweiss
ارميله,Armila
الاحمر,Al-Ahmr
بسمة,Basma
ابوخريص,Aboukhreis
العقيب,Al-Aqyb
فارس,Fares
أطلوبة,Atlouba
بوصبره,Bosabra
مقتاح,Meftah
رشوان,Rashwan
بنينه,Benina
بومشاب,Bomshab
نبوس,Nabous
احنيدر,Ahnidar
حوده,Houda
شده,Shadda
العبدلى,Al-Abdali
الجازوى,Al-Jazwa
اعيون,Aayoun
شيبانى,Shaibani
الخواجة,Al-Khawaja
وحيدة,Wahida
جلجال,Jaljal
القاضى,Al-Qadi
الهونى,Al-Hwna
المدولى,Al-Madouli
عبدالسميع,Abdelsamie
الفاضلي,Al-Fadly
بوحليقه,Bohleiqa
الغيرانى,Al-Ghyrana
نفيسة,Nafisa
بوحويش,Bohwaish
بواسويق,Boaswiq
الصاوي,Al-Sawy
ياسين,Yaseen
بوزريق,Bozriq
شاوش,Shawish
رغده,Raghda
سلطانه,Sultana
مصدق,Mosaddeq
اليمني,Al-Yemeni
أبتسام,Abtsam
جوده,Jouda
سلاف,Sulaf
العقورى,Al-Aqwra
غزي,Ghazzi
الرحيم,Al-Raheem
الجليدى,Al-Jlyda
كشبور,Kashbour
السوكنى,Al-Swkna
فياض,Fayyad
بالرواق,Balrwaq
السلطني,Al-Sultani
الحول,Al-Houl
شماطة,Shmata
القزيري,Al-Qazeiri
هدية,Hadiya
عزوز,Azouz
بارود,Baroud
امهذب,Amuhadhab
الشلحي,Al-Shalhi
شعله,Shoula
النيبو,Al-Nibou
عبدالوكيل,Abdelwakil
عبدالعظيم,Abdelazim
أحميده,Ahmeida
قريمية,Quraimiya
سويكر,Swaiker
باده,Bada
صبحيه,Sobhia
عسكر,Askar
رحيم,Raheem
اغا,Agha
كبلان,Kablan
ريله,Rila
النوكاس,Al-Nwkas
التركى,Al-Turki
الريشى,Al-Rishi
اميره,Amira
الزغيد,Al-Zughid
عبدالمغيث,Abdelmughith
بوتميم,Botmeem
ريحاب,Rihab
بودوارة,Bodawara
العوج,Al-Awj
سنية,Saniya
بنت,Bnt
الدخلاوي,Al-Dakhlawi
حرم,Hrm
كاملة,Kamla
عقيلي,Aqili
عيادة,Ayada
عنايه,Anayh
المطونى,Al-Matouni
لمعي,Lamai
جهمي,Jahmi
اشرف,Ashraf
مخلوف,Makhlouf
حسونة,Hassouna
بوشعرايه,Bosharaia
سعبد,Saabd
ابسيس,Absis
امهدي,Amahdi
ياسمينه,Yasmina
باشات,Bashat
بشري,Bushra
فخر,Fakhr
شلوي,Shalwi
لوجلى,Lujli
فطيمة,Fteima
المارغني,Al-Marghani
حيدر,Haidar
بوشعالة,Boshaala
كرد,Krd
ابوشوفه,Aboushoufa
بالرحال,Balrhal
شتوان,Shtwan
ونيسة,Waneesa
امراجعة,Amraja
أجهمي,Ajahmi
طلوبه,Tlouba
اوحيدة,Ouhaida
اغنيوة,Aghniwa
الباز,Al-Baz
الواعر,Al-Waaer
هيوب,Hayoub
بولطيعة,Bolteia
غازي,Ghazi
السحنون,Al-Sahnoun
اعظيم,Azeim
الظافرى,Al-Zhafri
المبرى,Al-Mbra
جويده,Juwaida
طرابه,Taraba
الزاعله,Al-Zaala
البائن,Al-Bain
ابتهاج,Abthaj
شمننه,Shamnana
بوفرده,Bofarda
خضره,Khadra
محـــــــمد,Mohammed
معتمد,Motamad
الحازمى,Al-Hazmi
الدينالي,Al-Dinari
كنز,Kanz
ريش,Reish
فضيلة,Fadila
ادهيم,Adeheim
امنيسى,Amenisi
جربوع,Jarbou
كوري,Kouri
بوشوال,Boshwal
القاسم,Al-Qasem
سويد,Swyd
رندة,Rnda
خريف,Kharif
افرنش,Afransh
الرقاص,Al-Raqqas
العويب,Al-Awyb
ازويته,Azwaita
آثار,Athar
سهير,Suhair
العلاقى,Al-Alaqa
حوش,Housh
ربه,Rabbo
الأسمع,Al-Asmaa
العود,Al-Awd
الداره,Al-Darh
الساقزلى,Al-Saqzli
عرابي,Arabi
أبوزيد,Abouzeid
شهبون,Shahboun
ابوسنينة,AbouSnyna
خيال,Khyal
الضعيفى,Al-Dayfa
نمارق,Nmarq
شرفاد,Sharfad
وجدان,Wijdan
الابرق,Al-Abraq
الزائدى,Al-Zaida
المرغنى,Al-Marghani
جعفر,Jafr
عبدالقوي,Abdelqawi
امهنى,Amhni
الصداعى,Al-Sadai
عمرو,Amr
معيتيق,Maitiq
اسيل,Aseel
ربيعه,Rabia
دغمان,Daghman
ظافر,Zafir
المقرحى,Al-Mqrha
العاطي,Al-Aty
الفتيوري,Al-Fitiouri
العاطى,Al-Ata
الحوتي,Al-Houti
الرضي,Al-Radhi
التائب,Al-Taib
الساطور,Al-Satour
المشهش,Al-Mashhash
الفخاخري,Al-Fakhakhri
الادغم,Al-Adgham
سكرى,Skra
سراج,Seraj
قنبه,Qnbh
البرناوى,Al-Brnawa
ميرفت,Mervat
حسان,Hsan
فهد,Fhd
اسرافيل,Asrafyl
هويدي,Howeidi
الصافي,Al-Safy
كونقاي,Kongai
ورايا,Waraya
شارده,Shardh
المجدوب,Al-Majdoub
الصويري,Al-Suwairi
الزيدانى,Al-Zydana
صديق,Sdyq
لاغا,Lagha
الكليلي,Al-Kleili
الطراح,Al-Tarrah
بوشويقير,Boshwaigir
نايل,Nayl
حويش,Huwaish
لطيوش,Latyoush
عفيفي,Afifi
بوطليوح,Botliouh
ايتيم,Aitim
لينا,Lina
جميعة,Jmya
الذويب,Al-Dhuwaib
أخريبيش,Akhraibish
تومانة,Toumana
عروس,Arous
شاهين,Shahyn
بتينة,Bteina
شويخه,Shuwaikha
بسيكرى,Bseikri
آدم,Adm
أمغلية,Amghaliya
الشيلابي,Al-Shailabi
سماح,Smah
ليلى,Laila
شنزق,Shanzag
امرجع,Amrja
الرقبي,Al-Ruqbi
اكواس,Akwas
فادي,Fadi
بروج,Borouj
شمسه,Shamsa
أوريده,Oureida
الدرناوى,Al-Darnawi
الفريخ,Al-Farikh
مرسال,Mersal
امساعد,Amsaed
مرواس,Marwas
المقروس,Al-Maqrous
بوضوقة,Bodouga
أبوشناف,Aboushnaf
الزنتاني,Al-Zintani
الكوافي,Al-Kwafy
لبيز,Lbeiz
كويري,Kwairi
النبي,Al-Nabi
ابوعافيه,AbouAfyh
الجطلاوي,Al-Jatlawi
الحرش,Al-Harsh
إنتصار,Intisar
الشاردة,Al-Sharda
حكمت,Hikmat
الدلولى,Al-Dlwla
بودومان,Bodouman
الرجبانى,Al-Rjbana
صريتي,Sraiti
القطرونى,Al-Qatruni
منصورة,Mansoura
شامخ,Shamikh
نور,Nour
ميسون,Maysoun
ابوخطوة,AbouKhtwa
نصرالله,Nasrallah
بوجليل,Bojalil
أيه,Ayh
صليحة,Slyha
يسرى,Ysra
اجويدة,Ajwaida
تفيده,Tafeeda
المدولي,Al-Madouli
امان,Aman
منسي,Mnsy
المجراب,Al-Mjrab
السلينى,Al-Slyna
عائدة,Aida
كرداش,Krdash
شحاتة,Shhata
قتا,Qta
فردوس,Firdous
مرضيه,Mardhiya
ابورقيعه,AbouRqyah
اشنينه,Ashnina
نعمات,Namat
فضه,Fidda
امغليه,Amghaliya
شرين,Shireen
الساحلي,Al-Sahli
اذياب,Adhyab
حوريه,Houria
السنى,Al-Sunni
مهيدي,Mehidi
عويشينة,Aweishina
إمحمد,Emhamed
عكش,Akash
الجبالى,Al-Jabali
الاحيول,Al-Ahyoul
الصابرة,Al-Sabra
الفركاش,Al-Farkash
اللواطى,Al-Lwata
القوارشه,Al-Qawarsha
السويح,Al-Suwaih
نهله,Nahla
سهيلة,Shyla
عرام,Aram
الصمد,Al-Samad
بوختيشه,Bokhtisha
امعومه,Amawmh
عاقوب,Aqoub
عقيب,Aqeeb
أيناس,Aynas
الكور,Al-Kour
الدغارى,Al-Dghara
الشنيتي,Al-Shaniti
محرز,Muhrez
مريز,Mriz
محسن,Mohsen
البناني,Al-Bannani
تبره,Tabra
الاشهب,Al-Ashhab
القليب,Al-Qulaib
مطاوع,Matawa
امباركة,Ambarka
الجاده,Al-Jada
الدريحو,Al-Darihou
القاس,Al-Qas
بوفاعوص,Bofaous
عبدالزين,Abdelzein
اليدرى,Al-Yadri
بوبعيده,Bobaida
الفقيه,Al-Faqih
راضية,Radhiya
العربي,Al-Arabi
الفاسي,Al-Fassi
الوسطى,Al-Wusta
الأرنؤوط,Al-Arnaout
بوجناح,Bojnah
بوحوش,Bohoush
الخنساء,Al-Khansaa
عبدالعليم,Abdelaleem
هويدا,Howeida
بولطيعه,Bolteia
ميمون,Maimoun
الشطشاطى,Al-Shtashati
عماره,Amara
عطايه,Ataya
أمل,Amal
أنتصار,Intisar
الدلنسى,Al-Dalansi
عليه,Aliya
السمين,Al-Samin
القزيرى,Al-Qazeiri
ايوب,Ayoub
اطراد,Atrad
اقليص,Aqlis
ابوخروبه,Aboukhrouba
ابودره,Aboudarra
مهانى,Mhana
التيتوي,Al-Taitawi
أبومدين,Aboumedien
عابد,Abd
اشديده,Ashdeida
البيلاح,Al-Bailah
بوغيبه,Boghaiba
عتيقة,Atyqa
الجمل,Al-Jamal
فكرى,Fikri
بوعود,Boaoud
راتب,Ratb
افريقيطه,Afrigita
سبب,Sbb
تعويضة,Taweeda
علجية,Aljia
جندية,Jndya
انصاف,Ansaf
عبدلعزيز,AbdelLazyz
السوري,Al-Souri
بوشعراية,BoSharaya
ابركات,Abrakat
صفيه,Sfyh
الابيرش,Al-Abairish
صريتى,Sraiti
هاله,Hala
قاطش,Qatish
تمصص,Tamsas
حميدان,Humaidan
اللقان,Al-Laqan
الرضاع,Al-Ridaa
سارة,Sarah
الطرباقية,Al-Tarbaqiya
أصميدة,Asmeida
نكور,Nakour
نبدقى,Nabdaqi
ابخاطرة,Abkhatra
اخلاص,Ikhlas
بوحوية,Bohawiya
السعداوى,Al-Saadawi
اقجام,Aqjam
تودد,Twdd
المنصف,Al-Munsif
إسماعيل,Ismayl
بازينة,Bazyna
اصويعى,Al-Suwaii
باوة,Bawa
العكشى,Al-Akshi
ارعيض,Arayid
امناء,Amna
شلش,Shalsh
العمروني,Al-Amrouni
ختال,Khtal
ندا,Nada
الحبيب,Al-Habib
التير,Al-Tair
السيلينى,Al-Selيني
جويدة,Juwaida
ازويط,Azwait
أمتنان,Imtinan
بوزهره,BoZahra
الحليق,Al-Haleeq
هنيده,Hunaida
الهناء,Al-Hanaa
لهمه,Lahma
علمو,Almou
ماشاءالله,Mashaallah
أيمان,Iman
بالكريعات,Belkriat
اللواطي,Al-Lwaty
عنوده,Anouda
زينوبة,Zeinouba
العجمي,Al-Ajmy
قصيبات,Qsybat
برانى,Brana
الميهوب,Al-Maihoub
الزقل,Al-Zaqal
لديرع,Ldira
محفوظ,Mahfouz
القوارشة,Al-Qawarsha
رشدى,Rushdi
الهلالى,Al-Hilali
حماله,Hammala
عريف,Arif
بارقه,Bariqa
عديله,Adila
الوريدى,Al-Wuraidi
خبز,Khabaz
الشبعان,Al-Shban
لياس,Liyas
البقار,Al-Bqar
شيرين,Shireen
فاروق,Farouq
محى,Mohi
قبيلي,Qbeili
إوريدة,Oureida
إحميدة,Ahmeida
بندي,Bendi
دبشى,Dabshi
احتيتة,Ahtita
عبدالفضيل,Abdelfudail
ليبيا,Libya
ارجعيه,Arjaia
قذافي,Qdhafy
إلهام,Elham
عفيفة,Afyfa
بوذينة,Bodhina
احباره,Ahbara
مختاط,Mukhtat
الاطيرش,Al-Atairish
القمودي,Al-Qamoudi
علياء,Alia
ساسى,Sasa
الدرباق,Al-Darbak
فيدالله,Faidallah
حسونه,Hassouna
شاعت,Shaat
ابوشنيف,Aboushneif
باسط,Baset
جيهان,Jihan
خوله,Khawla
هلوم,Halloum
الاطيوش,Al-Atyoush
مكيسرى,Mekisri
اجريبيع,Ajribia
بشرى,Bushra
مساعد,Msad
الخيتوني,Al-Kheitouni
أمنة,Amna
الفريطيس,Al-Fraitis
فيتورى,Fitouri
المسلاتي,Al-Maslati
صفار,Sfar
امحيميد,Amhaimeed
الجريدسي,Al-Juraidisi
المكاوى,Al-Makawi
زهراء,Zhra
مقيطيف,Maqitaif
توكه,Touka
شوده,Shouda
قضوار,Qdwar
اسهول,Ashoul
الطالب,Al-Taleb
فننه,Fannana
بودليبه,Bodlaiba
جناب,Janab
صبره,Sbrh
يحمد,Yhmd
تونس,Twns
العالي,Al-Aali
العوشار,Al-Aoushar
ناهد,Nahd
ظهير,Zhyr
مهنى,Mhna
عُلاء,Ala
ماماش,Mamash
نازى,Naza
ناصرة,Nasra
بكر,Bkr
خطوه,Khatwa
أية,Aya
حمدو,Hamdou
كدوم,Kdwm
العجائبى,Al-Ajaibi
التيفاز,Al-Tifaz
شوقي,Shawqi
اللجاوي,Al-Ljawy
امقيطيف,Emqitaif
صبرى,Sbra
وافي,Wafy
بالروين,Belrouin
عريق,Ariq
الفائدي,Al-Faidy
زازيه,Zazyh
الزناتي,Al-Znaty
قبابو,Qbabo
حمادى,Hmada
العقربي,Al-Aqrabi
عايشة,Aisha
بوفروة,BoFrwa
صافيه,Safyh
صعيبه,Saybh
أمبارك,Ambark
نعسان,Nasan
ارحيمه,Arhaima
امحارب,Amharb
شفاء,Shfa
ابوحفيظه,Abouhfaiza
بادي,Badi
بوجمه,Bojma
زهية,Zhya
